event_count,code_edit_count,cursor_move_count,editor_focus_count,mean_inter_event_time,std_inter_event_time,mean_edit_length,std_edit_length,large_edit_count
7,2,5,0,0.4994770137903591,0.4153185640181811,394.5,0.5,2
9,3,6,0,0.5433084999676794,0.49851490140224414,395.0,0.816496580927726,3
7,2,5,0,0.5920042291594049,0.519194715527693,395.5,0.5,2
6,2,4,0,0.47821617498993874,0.4957715759583423,395.5,0.5,2
3,1,2,0,0.6748029584996402,0.6734578744508326,396.0,0.0,1
4,1,2,1,0.7636026249577602,1.0718794380679975,275.0,0.0,1
4,1,2,1,0.7636026249577602,1.0718794380679975,275.0,0.0,1
4,1,2,1,0.7636026249577602,1.0718794380679975,275.0,0.0,1
4,2,2,0,0.07831966659675042,0.1087117977532495,276.5,0.5,2
6,3,3,0,0.09222280811518431,0.11163053153240599,277.0,0.816496580927726,3
8,4,4,0,0.25069998218012707,0.4368143352535115,277.75,1.479019945774904,4
10,5,5,0,0.35875949998282725,0.556560433930103,278.4,1.8547236990991407,5
10,5,5,0,0.35875949998282725,0.556560433930103,278.4,1.8547236990991407,5
8,4,4,0,0.6774650715025408,0.8036438182938477,280.25,1.479019945774904,4
8,4,4,0,0.6070765178384525,0.7673422428218942,281.5,1.118033988749895,4
6,3,3,0,0.5550064750015735,0.7733976705873635,282.0,0.816496580927726,3
4,2,2,0,0.26717361124853295,0.3761647090819059,282.5,0.5,2
4,2,2,0,0.26717361124853295,0.3761647090819059,282.5,0.5,2
4,2,2,0,0.08786688869198163,0.12305376212572323,284.5,0.5,2
6,3,3,0,0.15504630822688342,0.20464522604258908,285.0,0.816496580927726,3
8,4,4,0,0.335256202279457,0.5362266051515046,285.5,1.118033988749895,4
8,4,4,0,0.335256202279457,0.5362266051515046,285.5,1.118033988749895,4
8,4,4,0,0.335256202279457,0.5362266051515046,285.5,1.118033988749895,4
6,3,3,0,0.8538705751299858,1.1041844517363852,287.0,0.816496580927726,3
6,3,3,0,0.743933841586113,1.05314585595613,288.0,0.816496580927726,3
6,3,3,0,0.27565537486225367,0.3966260545738909,289.0,0.816496580927726,3
6,3,3,0,0.27565537486225367,0.3966260545738909,289.0,0.816496580927726,3
6,3,3,0,0.27565537486225367,0.3966260545738909,289.0,0.816496580927726,3
4,2,2,0,0.11915658321231604,0.1661004726057092,289.5,0.5,2
4,1,3,0,1.6292947782203555,2.087507495819354,290.0,0.0,1
7,0,7,0,0.19096326377863684,0.161240323752189,0.0,0.0,0
10,0,10,0,0.22202599069310558,0.13911054400109862,0.0,0.0,0
12,1,11,0,0.27773551134900615,0.2834453526042488,291.0,0.0,1
14,2,12,0,0.29084246469518316,0.29849044117609125,291.5,0.5,2
14,3,11,0,0.30780842950424325,0.365960029479002,292.0,0.816496580927726,3
